"year","quarter","org_code","nr_operating_theatres","nr_day_case_theatres","exp_problematic_org_change","org_name","unproblematic_org_change","exp_unproblematic_org_change"
2009,"Q2","RTX",18,3,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2009,"Q3","RTX",18,3,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2009,"Q4","RTX",18,3,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2010,"Q3","RTX",18,3,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2010,"Q4","RTX",18,3,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2011,"Q1","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2011,"Q2","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2011,"Q3","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2012,"Q2","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2012,"Q4","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2013,"Q1","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2013,"Q2","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2013,"Q3","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2013,"Q4","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2014,"Q1","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2014,"Q2","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2014,"Q3","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2014,"Q4","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2015,"Q1","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2015,"Q2","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2015,"Q3","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2015,"Q4","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2016,"Q1","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2016,"Q2","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2016,"Q3","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2016,"Q4","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2017,"Q1","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2017,"Q2","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2017,"Q3","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2017,"Q4","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2018,"Q1","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2018,"Q2","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2018,"Q3","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2018,"Q4","RTX",18,2,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2019,"Q1","RTX",18,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2019,"Q2","RTX",18,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2019,"Q3","RTX",18,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2021,"Q3","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2021,"Q4","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2022,"Q1","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2022,"Q2","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2022,"Q3","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2022,"Q4","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2023,"Q1","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2023,"Q2","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2023,"Q3","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2023,"Q4","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2024,"Q1","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2024,"Q2","RTX",20,0,0,"UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST",0,0
2003,"Q2","RVJ",33,4,0,"NORTH BRISTOL NHS TRUST",0,0
2003,"Q3","RVJ",33,4,0,"NORTH BRISTOL NHS TRUST",0,0
2003,"Q4","RVJ",33,4,0,"NORTH BRISTOL NHS TRUST",0,0
2004,"Q1","RVJ",33,4,0,"NORTH BRISTOL NHS TRUST",0,0
2004,"Q2","RVJ",33,4,0,"NORTH BRISTOL NHS TRUST",0,0
2004,"Q3","RVJ",33,4,0,"NORTH BRISTOL NHS TRUST",0,0
2004,"Q4","RVJ",27,4,0,"NORTH BRISTOL NHS TRUST",0,0
2005,"Q1","RVJ",27,4,0,"NORTH BRISTOL NHS TRUST",0,0
2005,"Q2","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2005,"Q3","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2005,"Q4","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2006,"Q1","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2006,"Q2","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2006,"Q3","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2006,"Q4","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2007,"Q1","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2007,"Q2","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2007,"Q3","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2007,"Q4","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2008,"Q1","RVJ",31,4,0,"NORTH BRISTOL NHS TRUST",0,0
2008,"Q2","RVJ",32,5,0,"NORTH BRISTOL NHS TRUST",0,0
2008,"Q3","RVJ",32,5,0,"NORTH BRISTOL NHS TRUST",0,0
2008,"Q4","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2009,"Q1","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2009,"Q2","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2009,"Q3","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2009,"Q4","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2010,"Q3","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2010,"Q4","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2011,"Q1","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2011,"Q2","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2011,"Q3","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2012,"Q2","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2012,"Q4","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2013,"Q1","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2013,"Q2","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2013,"Q3","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2013,"Q4","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2014,"Q1","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2014,"Q2","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2014,"Q3","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2014,"Q4","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2015,"Q1","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2015,"Q2","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2015,"Q3","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2015,"Q4","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2016,"Q1","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2016,"Q2","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2016,"Q3","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2016,"Q4","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2017,"Q1","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2017,"Q2","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2017,"Q3","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2017,"Q4","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2018,"Q1","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2018,"Q2","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2018,"Q3","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2018,"Q4","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2019,"Q1","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2019,"Q2","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2019,"Q3","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2021,"Q3","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2021,"Q4","RVJ",32,4,0,"NORTH BRISTOL NHS TRUST",0,0
2022,"Q1","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2022,"Q2","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2022,"Q3","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2022,"Q4","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2023,"Q1","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2023,"Q2","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2023,"Q3","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2023,"Q4","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2024,"Q1","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2024,"Q2","RVJ",32,0,0,"NORTH BRISTOL NHS TRUST",0,0
2003,"Q2","RVR",19,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2003,"Q3","RVR",19,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2003,"Q4","RVR",19,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2004,"Q1","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2004,"Q2","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2004,"Q3","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2005,"Q1","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2005,"Q2","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2005,"Q3","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2005,"Q4","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2006,"Q1","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2006,"Q2","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2006,"Q3","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2006,"Q4","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2007,"Q1","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2007,"Q2","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2007,"Q3","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2007,"Q4","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2008,"Q1","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2008,"Q2","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2008,"Q3","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2008,"Q4","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2009,"Q1","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2009,"Q2","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2009,"Q3","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2009,"Q4","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2010,"Q3","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2010,"Q4","RVR",23,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2011,"Q1","RVR",22,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2011,"Q2","RVR",22,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2011,"Q3","RVR",22,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2012,"Q2","RVR",22,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2012,"Q4","RVR",22,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2013,"Q1","RVR",22,8,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2013,"Q2","RVR",19,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2013,"Q3","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2013,"Q4","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2014,"Q1","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2014,"Q2","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2014,"Q3","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2014,"Q4","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2015,"Q1","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2015,"Q2","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2015,"Q3","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2015,"Q4","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2016,"Q1","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2016,"Q2","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2016,"Q3","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2016,"Q4","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2017,"Q1","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2017,"Q2","RVR",18,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2017,"Q3","RVR",20,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2017,"Q4","RVR",20,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2018,"Q1","RVR",20,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2018,"Q2","RVR",22,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2018,"Q3","RVR",22,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2018,"Q4","RVR",22,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2019,"Q1","RVR",22,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2019,"Q2","RVR",22,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2019,"Q3","RVR",22,4,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2021,"Q3","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2021,"Q4","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2022,"Q1","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2022,"Q2","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2022,"Q3","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2022,"Q4","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2023,"Q1","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2023,"Q2","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2023,"Q3","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2023,"Q4","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2024,"Q1","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2024,"Q2","RVR",23,5,0,"EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST",0,0
2003,"Q2","RVV",20,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2003,"Q3","RVV",20,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2003,"Q4","RVV",20,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2004,"Q1","RVV",20,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2004,"Q2","RVV",20,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2004,"Q3","RVV",20,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2004,"Q4","RVV",29,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2005,"Q1","RVV",29,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2005,"Q2","RVV",28,8,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2005,"Q3","RVV",28,8,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2005,"Q4","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2006,"Q1","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2006,"Q2","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2006,"Q3","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2006,"Q4","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2007,"Q1","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2007,"Q2","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2007,"Q3","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2007,"Q4","RVV",27,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2008,"Q1","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2008,"Q2","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2008,"Q3","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2008,"Q4","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2009,"Q1","RVV",31,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2009,"Q2","RVV",31,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2009,"Q3","RVV",31,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2009,"Q4","RVV",31,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2010,"Q3","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2010,"Q4","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2011,"Q1","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2011,"Q2","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2011,"Q3","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2012,"Q2","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2012,"Q4","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2013,"Q1","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2013,"Q2","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2013,"Q3","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2013,"Q4","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2014,"Q1","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2014,"Q2","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2014,"Q3","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2014,"Q4","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2015,"Q1","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2015,"Q2","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2015,"Q3","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2015,"Q4","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2016,"Q1","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2016,"Q2","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2016,"Q3","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2016,"Q4","RVV",32,9,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2017,"Q1","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2017,"Q2","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2017,"Q3","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2017,"Q4","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2018,"Q1","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2018,"Q2","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2018,"Q3","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
2018,"Q4","RVV",32,11,0,"EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST",0,0
