year_var,quarter_var,SHA,OrgID,Name,Number of operating theatres,"Of which, number of dedicated day case theatres",NA,SHA Code,Organisation Code,Organisation Name,Area Team Code,Area Team Name,Region Code,Region Name
2023,Q2,,,,15,5,NA,,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q2,,,,39,10,NA,,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q2,,,,2,2,NA,,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q2,,,,19,6,NA,,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q2,,,,22,5,NA,,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q2,,,,13,3,NA,,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q2,,,,58,8,NA,,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q2,,,,1,1,NA,,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,14,2,NA,,RBK,WALSALL HEALTHCARE NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,13,1,NA,,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,12,2,NA,,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,50,9,NA,,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,16,5,NA,,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,31,1,NA,,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,11,0,NA,,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,30,2,NA,,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,13,3,NA,,RLQ,WYE VALLEY NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,8,3,NA,,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,22,10,NA,,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,15,0,NA,,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,18,3,NA,,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,20,0,NA,,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,14,0,NA,,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,69,6,NA,,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,54,20,NA,,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,30,2,NA,,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,53,8,NA,,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,23,1,NA,,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,55,4,NA,,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,28,10,NA,,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,19,6,NA,,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,1,1,NA,,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q2,,,,5,1,NA,,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,61,14,NA,,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,24,4,NA,,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,14,5,NA,,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,12,0,NA,,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,42,13,NA,,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,6,0,NA,,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,35,3,NA,,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,13,5,NA,,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,14,5,NA,,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,35,5,NA,,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,32,6,NA,,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,13,4,NA,,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,14,0,NA,,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,19,4,NA,,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION
2023,Q2,,,,1,1,NA,,NCR,ISIGHT,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,1,1,NA,,NTPAE,PRACTICE PLUS GROUP OPHTHALMOLOGY - NORTH WEST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,87,8,NA,,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,21,0,NA,,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,37,11,NA,,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,9,0,NA,,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,16,4,NA,,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,12,4,NA,,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,7,1,NA,,RBV,THE CHRISTIE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,37,9,NA,,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,5,0,NA,,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,7,0,NA,,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,7,1,NA,,RJN,EAST CHESHIRE NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,17,6,NA,,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,51,6,NA,,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,14,5,NA,,RMC,BOLTON NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,9,0,NA,,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,22,4,NA,,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,20,0,NA,,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,20,3,NA,,RWJ,STOCKPORT NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,12,4,NA,,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,20,5,NA,,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,31,4,NA,,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,28,0,NA,,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION
2023,Q2,,,,31,3,NA,,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,20,1,NA,,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,36,12,NA,,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,8,3,NA,,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,11,0,NA,,RCF,AIREDALE NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,9,0,NA,,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,13,4,NA,,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,11,2,NA,,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,30,8,NA,,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,15,0,NA,,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,19,2,NA,,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,26,5,NA,,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,12,0,NA,,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,73,10,NA,,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,67,8,NA,,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,27,1,NA,,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,36,6,NA,,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,17,0,NA,,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,39,11,NA,,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,17,0,NA,,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,30,4,NA,,RXF,MID YORKSHIRE TEACHING NHS TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q2,,,,27,2,NA,,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION
2023,Q3,,,,3215,549,NA,,NA,England (Excluding Independent Sector),,,NA,NA
2023,Q3,,,,3230,555,NA,,NA,England (Including Independent Sector),,,NA,NA
2023,Q3,,,,NA,NA,NA,,NA,NA,,,NA,NA
2023,Q3,,,,56,11,NA,,R1H,BARTS HEALTH NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,25,0,NA,,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,37,3,NA,,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,14,0,NA,,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,7,0,NA,,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,11,0,NA,,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,14,5,NA,,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,25,5,NA,,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,19,1,NA,,RJ2,LEWISHAM AND GREENWICH NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,14,0,NA,,RJ6,CROYDON HEALTH SERVICES NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,33,9,NA,,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,10,4,NA,,RKE,WHITTINGTON HEALTH NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,19,0,NA,,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,19,18,NA,,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,9,0,NA,,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,24,7,NA,,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,8,3,NA,,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,37,0,NA,,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,23,5,NA,,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,42,11,NA,,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,,,Y56,LONDON COMMISSIONING REGION
2023,Q3,,,,31,12,NA,,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,40,3,NA,,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,14,4,NA,,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,10,3,NA,,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,17,5,NA,,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,3,1,NA,,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,22,3,NA,,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,26,9,NA,,RH5,SOMERSET NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,37,11,NA,,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,31,1,NA,,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,15,0,NA,,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,15,6,NA,,RNZ,SALISBURY NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,29,3,NA,,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,1,1,NA,,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,32,0,NA,,RVJ,NORTH BRISTOL NHS TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION
2023,Q3,,,,5,0,NA,,ADP02,KIMS HOSPITAL (NEWNHAM COURT),,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,3,3,NA,,NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,7,3,NA,,R1F,ISLE OF WIGHT NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,14,0,NA,,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,41,0,NA,,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,32,3,NA,,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,24,4,NA,,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,38,20,NA,,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,15,0,NA,,RN7,DARTFORD AND GRAVESHAM NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,13,4,NA,,RPA,MEDWAY NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,12,2,NA,,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,46,1,NA,,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,16,3,NA,,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,15,5,NA,,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,39,11,NA,,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,2,2,NA,,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,19,6,NA,,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,22,5,NA,,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,13,3,NA,,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,59,8,NA,,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION
2023,Q3,,,,1,1,NA,,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,14,2,NA,,RBK,WALSALL HEALTHCARE NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,13,1,NA,,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,12,2,NA,,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,50,9,NA,,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,17,4,NA,,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,31,1,NA,,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,11,0,NA,,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,30,2,NA,,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,13,3,NA,,RLQ,WYE VALLEY NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,10,4,NA,,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,22,10,NA,,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,15,0,NA,,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,18,3,NA,,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,20,0,NA,,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,14,0,NA,,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,69,6,NA,,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,54,20,NA,,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,30,2,NA,,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,53,8,NA,,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,23,1,NA,,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
2023,Q3,,,,55,4,NA,,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION
