"org_code","number_of_adult_critical_care_beds_open","date","month","year","number_of_paediatric_intensive_care_beds_open","number_of_neonatal_critical_care_cots_or_beds_open","number_of_adult_critical_care_beds_occupied","number_of_paediatric_intensive_care_beds_occupied","number_of_neonatal_critical_care_cots_or_beds_occupied","adult_critical_care_beds_percent_occupied","paediatric_intensive_care_beds_percent_occupied","neonatal_critical_care_cots_or_beds_percent_occupied","number_of_non_medical_critical_care_transfers","exp_problematic_org_change","org_name","unproblematic_org_change","exp_unproblematic_org_change"
"RWE",75,2013-11-01,"November",2013,25,38,56,25,37,0.746666666666667,1,0.973684210526316,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2013-12-01,"December",2013,19,40,38,19,33,0.506666666666667,1,0.825,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-01-01,"January",2014,19,40,56,17,36,0.746666666666667,0.894736842105263,0.9,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-02-01,"February",2014,19,40,56,11,37,0.746666666666667,0.578947368421053,0.925,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-03-01,"March",2014,19,40,52,11,35,0.693333333333333,0.578947368421053,0.875,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-04-01,"April",2014,19,40,46,13,38,0.613333333333333,0.68421052631579,0.95,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-05-01,"May",2014,19,40,53,12,36,0.706666666666667,0.631578947368421,0.9,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-06-01,"June",2014,19,40,63,18,27,0.84,0.947368421052632,0.675,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-07-01,"July",2014,20,40,53,20,40,0.706666666666667,1,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-08-01,"August",2014,19,40,65,12,34,0.866666666666667,0.631578947368421,0.85,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-09-01,"September",2014,19,40,62,13,39,0.826666666666667,0.68421052631579,0.975,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-10-01,"October",2014,19,40,50,15,30,0.666666666666667,0.789473684210526,0.75,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-11-01,"November",2014,20,40,46,20,36,0.613333333333333,1,0.9,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2014-12-01,"December",2014,20,40,56,16,34,0.746666666666667,0.8,0.85,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2015-01-01,"January",2015,20,40,75,18,40,1,0.9,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2015-02-01,"February",2015,20,40,63,14,39,0.84,0.7,0.975,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2015-03-01,"March",2015,20,40,63,18,33,0.84,0.9,0.825,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2015-04-01,"April",2015,20,40,60,20,40,0.8,1,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2015-05-01,"May",2015,20,40,59,20,34,0.786666666666667,1,0.85,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2015-06-01,"June",2015,20,40,56,14,27,0.746666666666667,0.7,0.675,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2015-07-01,"July",2015,20,40,62,18,39,0.826666666666667,0.9,0.975,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",75,2015-08-01,"August",2015,20,40,62,15,34,0.826666666666667,0.75,0.85,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2015-09-01,"September",2015,20,40,63,19,40,0.7875,0.95,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2015-10-01,"October",2015,20,40,65,20,40,0.8125,1,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2015-11-01,"November",2015,23,40,63,23,33,0.7875,1,0.825,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2015-12-01,"December",2015,20,40,50,20,32,0.625,1,0.8,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-01-01,"January",2016,19,40,64,14,38,0.8,0.736842105263158,0.95,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-02-01,"February",2016,19,40,65,12,35,0.8125,0.631578947368421,0.875,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-03-01,"March",2016,19,40,60,15,36,0.75,0.789473684210526,0.9,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-04-01,"April",2016,19,40,57,18,31,0.7125,0.947368421052632,0.775,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-05-01,"May",2016,19,40,62,17,40,0.775,0.894736842105263,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-06-01,"June",2016,19,40,62,18,40,0.775,0.947368421052632,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-07-01,"July",2016,19,40,60,16,32,0.75,0.842105263157895,0.8,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-08-01,"August",2016,19,40,58,15,34,0.725,0.789473684210526,0.85,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-09-01,"September",2016,19,40,56,16,37,0.7,0.842105263157895,0.925,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-10-01,"October",2016,19,40,64,14,40,0.8,0.736842105263158,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-11-01,"November",2016,19,40,56,19,40,0.7,1,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2016-12-01,"December",2016,19,40,55,19,37,0.6875,1,0.925,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2017-01-01,"January",2017,19,40,66,17,40,0.825,0.894736842105263,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-02-01,"February",2017,19,40,58,15,40,0.763157894736842,0.789473684210526,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-03-01,"March",2017,20,40,54,20,40,0.710526315789474,1,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-04-01,"April",2017,22,40,65,22,37,0.855263157894737,1,0.925,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-05-01,"May",2017,19,40,57,17,31,0.75,0.894736842105263,0.775,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-06-01,"June",2017,20,40,61,18,40,0.802631578947368,0.9,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-07-01,"July",2017,20,40,59,18,34,0.776315789473684,0.9,0.85,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-08-01,"August",2017,20,40,57,14,31,0.75,0.7,0.775,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-09-01,"September",2017,20,40,60,20,31,0.789473684210526,1,0.775,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-10-01,"October",2017,20,40,59,15,40,0.776315789473684,0.75,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-11-01,"November",2017,21,40,58,21,36,0.763157894736842,1,0.9,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2017-12-01,"December",2017,23,40,56,23,32,0.736842105263158,1,0.8,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2018-01-01,"January",2018,20,40,66,17,37,0.825,0.85,0.925,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2018-02-01,"February",2018,20,40,66,19,33,0.825,0.95,0.825,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2018-03-01,"March",2018,20,40,67,18,35,0.8375,0.9,0.875,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2018-04-01,"April",2018,20,40,62,15,40,0.775,0.75,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2018-05-01,"May",2018,20,40,62,16,32,0.775,0.8,0.8,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",80,2018-06-01,"June",2018,20,40,63,20,34,0.7875,1,0.85,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2018-07-01,"July",2018,20,40,54,19,31,0.666666666666667,0.95,0.775,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2018-08-01,"August",2018,20,40,62,17,38,0.765432098765432,0.85,0.95,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2018-09-01,"September",2018,20,40,61,17,25,0.753086419753086,0.85,0.625,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2018-10-01,"October",2018,20,40,53,17,40,0.654320987654321,0.85,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2018-11-01,"November",2018,15,42,59,15,32,0.728395061728395,1,0.761904761904762,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2018-12-01,"December",2018,15,42,68,9,25,0.839506172839506,0.6,0.595238095238095,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2019-01-01,"January",2019,14,42,63,11,42,0.777777777777778,0.785714285714286,1,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2019-02-01,"February",2019,14,42,58,12,34,0.716049382716049,0.857142857142857,0.80952380952381,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2019-03-01,"March",2019,14,42,60,13,38,0.740740740740741,0.928571428571429,0.904761904761905,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2019-04-01,"April",2019,14,42,55,11,35,0.723684210526316,0.785714285714286,0.833333333333333,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2019-05-01,"May",2019,14,42,55,11,36,0.723684210526316,0.785714285714286,0.857142857142857,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2019-06-01,"June",2019,14,42,65,12,34,0.855263157894737,0.857142857142857,0.80952380952381,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2019-07-01,"July",2019,14,42,58,14,32,0.763157894736842,1,0.761904761904762,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",76,2019-08-01,"August",2019,14,42,62,10,39,0.81578947368421,0.714285714285714,0.928571428571429,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",77,2019-09-01,"September",2019,14,42,64,13,31,0.831168831168831,0.928571428571429,0.738095238095238,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",77,2019-10-01,"October",2019,14,42,70,12,34,0.909090909090909,0.857142857142857,0.80952380952381,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",77,2019-11-01,"November",2019,15,42,55,15,35,0.714285714285714,1,0.833333333333333,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",77,2019-12-01,"December",2019,14,42,46,13,36,0.597402597402597,0.928571428571429,0.857142857142857,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2020-01-01,"January",2020,14,42,63,10,38,0.777777777777778,0.714285714285714,0.904761904761905,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWE",81,2020-02-01,"February",2020,14,42,58,12,33,0.716049382716049,0.857142857142857,0.785714285714286,0,0,"UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST",0,0
"RWF",13,2002-07-01,"July",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",12,2003-01-01,"January",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",13,2003-07-01,"July",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",13,2004-01-01,"January",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",13,2004-07-01,"July",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",13,2005-01-01,"January",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",14,2005-07-01,"July",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",14,2006-01-01,"January",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",14,2006-07-01,"July",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",14,2007-01-01,"January",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2010-01-01,"January",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2010-07-01,"July",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",13,2010-08-01,"August",2010,0,0,11,0,0,0.846153846153846,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2010-09-01,"September",2010,0,0,15,0,0,0.88235294117647,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2010-10-01,"October",2010,0,0,14,0,0,0.777777777777778,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2010-11-01,"November",2010,0,0,16,0,0,0.888888888888889,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2010-12-01,"December",2010,0,0,15,0,0,0.833333333333333,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2011-01-01,"January",2011,0,0,16,0,0,0.941176470588235,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2011-02-01,"February",2011,0,0,16,0,0,0.888888888888889,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2011-03-01,"March",2011,0,0,12,0,0,0.705882352941177,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2011-04-01,"April",2011,0,0,17,0,0,0.944444444444444,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2011-05-01,"May",2011,0,0,17,0,0,1,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2011-06-01,"June",2011,0,0,14,0,0,0.777777777777778,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2011-07-01,"July",2011,0,0,17,0,0,0.944444444444444,NA,NA,2,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2011-08-01,"August",2011,0,0,16,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2011-09-01,"September",2011,0,0,13,0,0,0.764705882352941,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2011-10-01,"October",2011,0,0,14,0,0,0.823529411764706,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2011-11-01,"November",2011,0,0,16,0,0,0.941176470588235,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",15,2011-12-01,"December",2011,0,0,14,0,0,0.933333333333333,NA,NA,2,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2012-01-01,"January",2012,0,0,13,0,0,0.764705882352941,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2012-02-01,"February",2012,0,0,14,0,0,0.823529411764706,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2012-03-01,"March",2012,0,0,12,0,0,0.705882352941177,NA,NA,2,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2012-04-01,"April",2012,0,0,17,0,0,0.944444444444444,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2012-05-01,"May",2012,0,0,12,0,0,0.75,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2012-06-01,"June",2012,0,0,17,0,0,0.944444444444444,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2012-07-01,"July",2012,0,0,14,0,0,0.823529411764706,NA,NA,2,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2012-08-01,"August",2012,0,0,17,0,0,1,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2012-09-01,"September",2012,0,0,15,0,0,0.88235294117647,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2012-10-01,"October",2012,0,0,12,0,0,0.705882352941177,NA,NA,2,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2012-11-01,"November",2012,0,0,15,0,0,0.833333333333333,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2012-12-01,"December",2012,0,0,14,0,0,0.875,NA,NA,4,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2013-01-01,"January",2013,0,0,13,0,0,0.8125,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2013-02-01,"February",2013,0,0,16,0,0,1,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2013-03-01,"March",2013,0,0,16,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2013-04-01,"April",2013,0,0,12,0,0,0.75,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2013-05-01,"May",2013,0,0,16,0,0,0.941176470588235,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2013-06-01,"June",2013,0,0,9,0,0,0.5625,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2013-07-01,"July",2013,0,0,12,0,0,0.666666666666667,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2013-08-01,"August",2013,0,0,13,0,0,0.722222222222222,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2013-09-01,"September",2013,0,0,8,0,0,0.5,NA,NA,2,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",14,2013-10-01,"October",2013,0,0,14,0,0,1,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2013-11-01,"November",2013,0,0,16,0,0,1,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2013-12-01,"December",2013,0,0,15,0,0,0.9375,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-01-01,"January",2014,0,0,15,0,0,0.9375,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2014-02-01,"February",2014,0,0,16,0,0,0.888888888888889,NA,NA,5,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2014-03-01,"March",2014,0,0,14,0,0,0.823529411764706,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",15,2014-04-01,"April",2014,0,0,13,0,0,0.866666666666667,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-05-01,"May",2014,0,0,15,0,0,0.9375,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-06-01,"June",2014,0,0,14,0,0,0.875,NA,NA,1,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-07-01,"July",2014,0,0,13,0,0,0.8125,NA,NA,4,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-08-01,"August",2014,0,0,13,0,0,0.8125,NA,NA,2,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-09-01,"September",2014,0,0,12,0,0,0.75,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-10-01,"October",2014,0,0,13,0,0,0.8125,NA,NA,3,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-11-01,"November",2014,0,0,16,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2014-12-01,"December",2014,0,0,16,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2015-01-01,"January",2015,0,0,18,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2015-02-01,"February",2015,0,0,16,0,0,0.888888888888889,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2015-03-01,"March",2015,0,0,17,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",17,2015-04-01,"April",2015,0,0,17,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2015-05-01,"May",2015,0,0,14,0,0,0.875,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",18,2015-06-01,"June",2015,0,0,16,0,0,0.888888888888889,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2015-07-01,"July",2015,0,0,13,0,0,0.8125,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2015-08-01,"August",2015,0,0,11,0,0,0.6875,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2015-09-01,"September",2015,0,0,13,0,0,0.8125,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2015-10-01,"October",2015,0,0,13,0,0,0.8125,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2015-11-01,"November",2015,0,0,15,0,0,0.9375,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2015-12-01,"December",2015,0,0,14,0,0,0.875,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-01-01,"January",2016,0,0,16,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-02-01,"February",2016,0,0,16,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-03-01,"March",2016,0,0,13,0,0,0.8125,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-04-01,"April",2016,0,0,13,0,0,0.8125,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-05-01,"May",2016,0,0,13,0,0,0.8125,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-06-01,"June",2016,0,0,14,0,0,0.875,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-07-01,"July",2016,0,0,13,0,0,0.8125,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-08-01,"August",2016,0,0,12,0,0,0.75,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-09-01,"September",2016,0,0,11,0,0,0.6875,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-10-01,"October",2016,0,0,11,0,0,0.6875,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
"RWF",16,2016-11-01,"November",2016,0,0,16,0,0,1,NA,NA,0,0,"MAIDSTONE & TUNBRIDGE WELLS NHS TRUST",0,0
