year_var,quarter_var,SHA,organisation_code,organisation_name,area_team_code,area_team_name,region_code,region_name,nr_operating_theatres,nr_day_case_theatres
2019,Q2,,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,42,14
2019,Q2,,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,5,0
2019,Q2,,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,43,12
2019,Q2,,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,9,3
2019,Q2,,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,14,5
2019,Q2,,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,38,4
2019,Q2,,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,28,6
2019,Q2,,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,22,5
2019,Q2,,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,13,4
2019,Q2,,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,14,0
2019,Q2,,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,17,3
2019,Q2,,NCR,ISIGHT,,,Y62,NORTH WEST COMMISSIONING REGION,1,1
2019,Q2,,NTPAE,THE CROFT SHIFA HEALTH CENTRE,,,Y62,NORTH WEST COMMISSIONING REGION,1,1
2019,Q2,,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,72,4
2019,Q2,,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,23,1
2019,Q2,,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,25,11
2019,Q2,,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,9,0
2019,Q2,,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,16,4
2019,Q2,,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,12,4
2019,Q2,,RBV,THE CHRISTIE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,6,0
2019,Q2,,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,19,4
2019,Q2,,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,5,0
2019,Q2,,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,7,0
2019,Q2,,RJN,EAST CHESHIRE NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,7,1
2019,Q2,,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,16,5
2019,Q2,,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,20,0
2019,Q2,,RMC,BOLTON NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,13,5
2019,Q2,,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,9,0
2019,Q2,,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,25,1
2019,Q2,,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",,,Y62,NORTH WEST COMMISSIONING REGION,23,5
2019,Q2,,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,18,0
2019,Q2,,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,11,0
2019,Q2,,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,37,8
2019,Q2,,RWJ,STOCKPORT NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,20,3
2019,Q2,,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,18,1
2019,Q2,,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,15,5
2019,Q2,,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,27,4
2019,Q2,,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,28,0
2019,Q2,,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,31,5
2019,Q2,,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,21,1
2019,Q2,,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,37,10
2019,Q2,,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,8,3
2019,Q2,,RCF,AIREDALE NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,8,0
2019,Q2,,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,9,0
2019,Q2,,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,13,4
2019,Q2,,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,10,2
2019,Q2,,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,30,8
2019,Q2,,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,17,0
2019,Q2,,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,21,6
2019,Q2,,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,26,5
2019,Q2,,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,12,0
2019,Q2,,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,62,8
2019,Q2,,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,63,4
2019,Q2,,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,25,2
2019,Q2,,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,36,7
2019,Q2,,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,17,0
2019,Q2,,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,35,7
2019,Q2,,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,17,3
2019,Q2,,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,28,4
2019,Q2,,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,,,Y63,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,27,2
2019,Q3,,R1H,BARTS HEALTH NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,56,11
2019,Q3,,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,26,6
2019,Q3,,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,26,2
2019,Q3,,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,10,0
2019,Q3,,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,9,0
2019,Q3,,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,11,0
2019,Q3,,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,15,5
2019,Q3,,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",,,Y56,LONDON COMMISSIONING REGION,25,4
2019,Q3,,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,42,17
2019,Q3,,RJ2,LEWISHAM AND GREENWICH NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,19,1
2019,Q3,,RJ6,CROYDON HEALTH SERVICES NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,13,4
2019,Q3,,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,29,5
2019,Q3,,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,45,12
2019,Q3,,RKE,WHITTINGTON HEALTH NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,10,4
2019,Q3,,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,19,0
2019,Q3,,RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,20,19
2019,Q3,,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,9,0
2019,Q3,,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,26,7
2019,Q3,,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,8,3
2019,Q3,,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,30,3
2019,Q3,,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,,,Y56,LONDON COMMISSIONING REGION,20,0
2019,Q3,,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,22,4
2019,Q3,,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,,,Y56,LONDON COMMISSIONING REGION,41,10
2019,Q3,,RA3,WESTON AREA HEALTH NHS TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,6,2
2019,Q3,,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,8,3
2019,Q3,,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,26,2
2019,Q3,,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,14,4
2019,Q3,,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,26,13
2019,Q3,,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,10,3
2019,Q3,,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,8,2
2019,Q3,,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,16,5
2019,Q3,,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,13,3
2019,Q3,,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,3,1
2019,Q3,,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,16,5
2019,Q3,,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,22,2
2019,Q3,,RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,1,1
2019,Q3,,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,21,4
2019,Q3,,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,32,0
2019,Q3,,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,15,0
2019,Q3,,RNZ,SALISBURY NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,15,6
2019,Q3,,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,30,3
2019,Q3,,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,1,1
2019,Q3,,RVJ,NORTH BRISTOL NHS TRUST,,,Y58,SOUTH WEST COMMISSIONING REGION,32,4
2019,Q3,,ADP02,KIMS HOSPITAL (NEWNHAM COURT),,,Y59,SOUTH EAST COMMISSIONING REGION,5,0
2019,Q3,,NTP16,WILL ADAMS NHS TREATMENT CENTRE,,,Y59,SOUTH EAST COMMISSIONING REGION,3,3
2019,Q3,,R1F,ISLE OF WIGHT NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,6,2
2019,Q3,,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,14,0
2019,Q3,,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,31,5
2019,Q3,,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,37,0
2019,Q3,,RHU,PORTSMOUTH HOSPITALS NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,25,10
2019,Q3,,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,24,4
2019,Q3,,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,28,9
2019,Q3,,RN7,DARTFORD AND GRAVESHAM NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,14,3
2019,Q3,,RPA,MEDWAY NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,15,4
2019,Q3,,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,13,2
2019,Q3,,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,46,1
2019,Q3,,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,16,3
2019,Q3,,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,16,6
2019,Q3,,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,32,11
2019,Q3,,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,2,2
2019,Q3,,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,19,7
2019,Q3,,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,20,5
2019,Q3,,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,32,2
2019,Q3,,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,23,0
2019,Q3,,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,,,Y59,SOUTH EAST COMMISSIONING REGION,25,6
2019,Q3,,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,1,1
2019,Q3,,RBK,WALSALL HEALTHCARE NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,14,2
2019,Q3,,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,13,1
2019,Q3,,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,10,5
2019,Q3,,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,48,8
2019,Q3,,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,16,0
2019,Q3,,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,32,5
2019,Q3,,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,12,0
2019,Q3,,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,21,2
2019,Q3,,RLQ,WYE VALLEY NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,9,0
2019,Q3,,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,9,3
2019,Q3,,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,17,5
2019,Q3,,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,12,2
2019,Q3,,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,18,4
2019,Q3,,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,21,0
2019,Q3,,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,10,0
2019,Q3,,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,73,19
2019,Q3,,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,55,22
2019,Q3,,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,30,0
2019,Q3,,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,52,7
2019,Q3,,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,25,5
2019,Q3,,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,55,6
2019,Q3,,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,29,14
2019,Q3,,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,19,6
2019,Q3,,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,,,Y60,MIDLANDS COMMISSIONING REGION,1,1
2019,Q3,,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",,,Y61,EAST OF ENGLAND COMMISSIONING REGION,4,1
2019,Q3,,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,20,3
2019,Q3,,RC1,BEDFORD HOSPITAL NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,10,2
2019,Q3,,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,15,2
2019,Q3,,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",,,Y61,EAST OF ENGLAND COMMISSIONING REGION,12,4
2019,Q3,,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,12,0
2019,Q3,,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,21,9
2019,Q3,,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,43,14
2019,Q3,,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,6,0
2019,Q3,,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,43,12
2019,Q3,,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,9,3
2019,Q3,,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,14,5
2019,Q3,,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,38,4
2019,Q3,,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,28,6
2019,Q3,,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,22,5
2019,Q3,,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,13,4
2019,Q3,,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,14,0
2019,Q3,,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,,,Y61,EAST OF ENGLAND COMMISSIONING REGION,17,3
2019,Q3,,NCR,ISIGHT,,,Y62,NORTH WEST COMMISSIONING REGION,1,1
2019,Q3,,NTPAE,THE CROFT SHIFA HEALTH CENTRE,,,Y62,NORTH WEST COMMISSIONING REGION,1,1
2019,Q3,,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,72,4
2019,Q3,,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,23,1
2019,Q3,,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,25,11
2019,Q3,,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,9,0
2019,Q3,,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,16,4
2019,Q3,,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,12,4
2019,Q3,,RBV,THE CHRISTIE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,6,0
2019,Q3,,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,40,5
2019,Q3,,REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,5,0
2019,Q3,,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,7,0
2019,Q3,,RJN,EAST CHESHIRE NHS TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,7,1
2019,Q3,,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,17,6
2019,Q3,,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,20,0
2019,Q3,,RMC,BOLTON NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,13,5
2019,Q3,,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,9,0
2019,Q3,,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",,,Y62,NORTH WEST COMMISSIONING REGION,23,5
2019,Q3,,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,,,Y62,NORTH WEST COMMISSIONING REGION,18,0
