"year","period_end","org_code","org_name","total_on_beds_available","general_acute_on_beds_available","learn_disabil_on_beds_available","maternity_on_beds_available","mental_illness_on_beds_available","total_on_beds_occupied","general_acute_on_beds_occupied","learn_disabil_on_beds_occupied","maternity_on_beds_occupied","mental_illness_on_beds_occupied","total_on_beds_percent_occupied","general_acute_on_beds_percent_occupied","learn_disabil_on_beds_percent_occupied","maternity_on_beds_percent_occupied","mental_illness_on_beds_percent_occupied","quarter","total_day_beds_available","general_acute_day_beds_available","learn_disabil_day_beds_available","maternity_day_beds_available","mental_illness_day_beds_available","total_day_beds_occupied","general_acute_day_beds_occupied","learn_disabil_day_beds_occupied","maternity_day_beds_occupied","mental_illness_day_beds_occupied","total_day_beds_percent_occupied","general_acute_day_beds_percent_occupied","learn_disabil_day_beds_percent_occupied","maternity_day_beds_percent_occupied","mental_illness_day_beds_percent_occupied"
"2010","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1018.62637362637,950.626373626374,0,68,0,793.395604395604,752.395604395604,0,41,0,0.778887750148336,0.791473522373912,NA,0.602941176470588,NA,"Q1",150.824175824176,150.824175824176,0,0,0,120.747252747253,120.747252747253,0,0,0,0.800582877959927,0.800582877959927,NA,NA,NA
"2010","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",983.29347826087,915.29347826087,0,68,0,734.880434782609,692.619565217391,0,42.2608695652174,0,0.747366326564452,0.756718562589808,NA,0.621483375959079,NA,"Q2",137.771739130435,137.771739130435,0,0,0,121.369565217391,121.369565217391,0,0,0,0.88094674556213,0.88094674556213,NA,NA,NA
"2010","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",948.576086956522,881.315217391304,0,67.2608695652174,0,772.630434782609,730.282608695652,0,42.3478260869565,0,0.814516036622397,0.828628161961495,NA,0.629605688429218,NA,"Q3",135.652173913043,135.652173913043,0,0,0,118.130434782609,118.130434782609,0,0,0,0.870833333333333,0.870833333333333,NA,NA,NA
"2011","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1109.72527472527,1041.72527472527,0,68,0,883.527472527473,842.516483516484,0,41.010989010989,0,0.7961677476853,0.808770319735857,NA,0.603102779573368,NA,"Q1",128.571428571429,128.571428571429,0,0,0,120.384615384615,120.384615384615,0,0,0,0.936324786324786,0.936324786324786,NA,NA,NA
"2011","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1117.0652173913,1049.0652173913,0,68,0,851.532608695652,808.195652173913,0,43.3369565217391,0,0.762294443903863,0.770396004724703,NA,0.637308184143223,NA,"Q2",137.771739130435,137.771739130435,0,0,0,123.04347826087,123.04347826087,0,0,0,0.893096646942801,0.893096646942801,NA,NA,NA
"2011","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1129,1061,0,68,0,904.271739130435,860.695652173913,0,43.5760869565217,0,0.800949281780722,0.811211736261935,NA,0.640824808184143,NA,"Q3",133.532608695652,133.532608695652,0,0,0,124.717391304348,124.717391304348,0,0,0,0.933984533984534,0.933984533984534,NA,NA,NA
"2011","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",983.511111111111,906.511111111111,0,77,0,825.044444444444,781.8,0,43.2444444444444,0,0.838876587283655,0.862427377246096,NA,0.561616161616162,NA,"Q4",136.5,136.5,0,0,0,122.966666666667,122.966666666667,0,0,0,0.900854700854701,0.900854700854701,NA,NA,NA
"2012","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1119,1041,0,78,0,868.89010989011,828.351648351648,0,40.5384615384615,0,0.776488033860688,0.795726847600046,NA,0.519723865877712,NA,"Q1",129.230769230769,129.230769230769,0,0,0,128.659340659341,128.659340659341,0,0,0,0.995578231292517,0.995578231292517,NA,NA,NA
"2012","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1131,1053,0,78,0,847.380434782609,804.54347826087,0,42.8369565217391,0,0.749231153653942,0.764048887237293,NA,0.549191750278707,NA,"Q2",136.347826086957,136.347826086957,0,0,0,135,135,0,0,0,0.990114795918367,0.990114795918367,NA,NA,NA
"2012","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1131,1053,0,78,0,911.858695652174,871.478260869565,0,40.3804347826087,0,0.806241110214124,0.827614682687146,NA,0.517697881828317,NA,"Q3",136.347826086957,136.347826086957,0,0,0,135.858695652174,135.858695652174,0,0,0,0.99641262755102,0.99641262755102,NA,NA,NA
"2012","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1119,1041,0,78,0,945.274725274725,902.571428571429,0,42.7032967032967,0,0.844749531076609,0.867023466447098,NA,0.547478162862778,NA,"Q4",137.142857142857,137.142857142857,0,0,0,133.615384615385,133.615384615385,0,0,0,0.974278846153846,0.974278846153846,NA,NA,NA
"2013","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1131,1045,0,86,0,897.901098901099,858.747252747253,0,39.1538461538462,0,0.79390017586304,0.821767705978232,NA,0.455277280858676,NA,"Q1",141.164835164835,141.164835164835,0,0,0,141.164835164835,141.164835164835,0,0,0,1,1,NA,NA,NA
"2013","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1103,1024,0,79,0,854.086956521739,816.478260869565,0,37.6086956521739,0,0.774330876266309,0.797342051630435,NA,0.476059438635113,NA,"Q2",140.228260869565,140.228260869565,0,0,0,140.228260869565,140.228260869565,0,0,0,1,1,NA,NA,NA
"2013","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1096,1017,0,79,0,884.347826086957,846.076086956522,0,38.2717391304348,0,0.806886702634084,0.831933222179471,NA,0.484452394056136,NA,"Q3",136.347826086957,136.347826086957,0,0,0,134.847826086957,134.847826086957,0,0,0,0.988998724489796,0.988998724489796,NA,NA,NA
"2013","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1131,1045,0,86,0,931.511111111111,899.944444444444,0,31.5666666666667,0,0.823617251203458,0.861190855927698,NA,0.367054263565891,NA,"Q4",139.466666666667,139.466666666667,0,0,0,139.466666666667,139.466666666667,0,0,0,1,1,NA,NA,NA
"2014","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1106,1027,0,79,0,869.230769230769,830.131868131868,0,39.0989010989011,0,0.785922937821672,0.808307563906395,NA,0.494922798720267,NA,"Q1",150.868131868132,150.868131868132,0,0,0,150.868131868132,150.868131868132,0,0,0,1,1,NA,NA,NA
"2014","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1183.97826086957,1105.30434782609,0,78.6739130434783,0,918.880434782609,880.630434782609,0,38.25,0,0.776095697996805,0.796731177720085,NA,0.48618402873722,NA,"Q2",151.5,151.5,0,0,0,151.5,151.5,0,0,0,1,1,NA,NA,NA
"2014","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1093.20652173913,1016.05434782609,0,77.1521739130435,0,861.163043478261,823.945652173913,0,37.2173913043478,0,0.787740492170022,0.81092675203526,NA,0.482389405466329,NA,"Q3",136.347826086957,136.347826086957,0,0,0,128.521739130435,128.521739130435,0,0,0,0.942602040816326,0.942602040816326,NA,NA,NA
"2014","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1112.82222222222,1033.82222222222,0,79,0,901.122222222222,862.2,0,38.9222222222222,0,0.809762965033848,0.833992519668114,NA,0.492686357243319,NA,"Q4",150.877777777778,150.877777777778,0,0,0,150.877777777778,150.877777777778,0,0,0,1,1,NA,NA,NA
"2015","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1108.82417582418,1030.82417582418,0,78,0,844.076923076923,808.615384615385,0,35.4615384615385,0,0.761236038571698,0.78443579766537,NA,0.454635108481262,NA,"Q1",164.208791208791,164.208791208791,0,0,0,164.208791208791,164.208791208791,0,0,0,1,1,NA,NA,NA
"2015","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1023.52173913043,957.25,0,66.2717391304348,0,802.413043478261,765.195652173913,0,37.2173913043478,0,0.78397264347309,0.7993686624956,NA,0.561587666065278,NA,"Q2",160.608695652174,160.608695652174,0,0,0,160.608695652174,160.608695652174,0,0,0,1,1,NA,NA,NA
"2015","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1000.92391304348,935.467391304348,0,65.4565217391304,0,834.369565217391,796.239130434783,0,38.1304347826087,0,0.833599391866211,0.851167168237221,NA,0.5825307206908,NA,"Q3",157.358695652174,157.358695652174,0,0,0,157.358695652174,157.358695652174,0,0,0,1,1,NA,NA,NA
"2015","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1100.4,1026.91111111111,0,73.4888888888889,0,893.633333333333,856.322222222222,0,37.3111111111111,0,0.812098630800921,0.833881543355478,NA,0.507710916238282,NA,"Q4",164.311111111111,164.311111111111,0,0,0,164.311111111111,164.311111111111,0,0,0,1,1,NA,NA,NA
"2016","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1043,975,0,68,0,826.714285714286,787.054945054945,0,39.6593406593407,0,0.792631146418299,0.807235841081995,NA,0.58322559793148,NA,"Q1",161.56043956044,161.56043956044,0,0,0,161.56043956044,161.56043956044,0,0,0,1,1,NA,NA,NA
"2016","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1022,954,0,68,0,801.108695652174,761.369565217391,0,39.7391304347826,0,0.783863694375904,0.79808130525932,NA,0.584398976982097,NA,"Q2",154.021739130435,154.021739130435,0,0,0,154.021739130435,154.021739130435,0,0,0,1,1,NA,NA,NA
"2016","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1010.78260869565,940.782608695652,0,70,0,800.130434782609,764.728260869565,0,35.4021739130435,0,0.791594975911907,0.81286394306313,NA,0.505745341614907,NA,"Q3",161.815217391304,161.815217391304,0,0,0,157.467391304348,157.467391304348,0,0,0,0.973130919594277,0.973130919594277,NA,NA,NA
"2016","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1030.25274725275,963,0,67.2527472527473,0,862.516483516484,824.648351648352,0,37.8681318681319,0,0.837189209945282,0.856332660070978,NA,0.563071895424837,NA,"Q4",161.494505494505,161.494505494505,0,0,0,161.494505494505,161.494505494505,0,0,0,1,1,NA,NA,NA
"2017","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1003.97802197802,937.978021978022,0,66,0,807.67032967033,770.252747252747,0,37.4175824175824,0,0.80447012981327,0.821184216692441,NA,0.566933066933067,NA,"Q1",93.043956043956,93.043956043956,0,0,0,93.043956043956,93.043956043956,0,0,0,1,1,NA,NA,NA
"2017","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",983.630434782609,914.826086956522,0,68.804347826087,0,779.641304347826,738.70652173913,0,40.9347826086956,0,0.792616085044312,0.807483009362673,NA,0.594944707740916,NA,"Q2",94.0978260869565,94.0978260869565,0,0,0,94.0978260869565,94.0978260869565,0,0,0,1,1,NA,NA,NA
"2017","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",970.923913043478,901.923913043478,0,69,0,781.891304347826,742.989130434783,0,38.9021739130435,0,0.805306465155332,0.823782493944105,NA,0.563799621928166,NA,"Q3",95.0652173913043,95.0652173913043,0,0,0,95.0652173913043,95.0652173913043,0,0,0,1,1,NA,NA,NA
"2017","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",985,914,0,71,0,812.633333333333,777.244444444444,0,35.3888888888889,0,0.825008460236887,0.850376853877948,NA,0.498435054773083,NA,"Q4",158.522222222222,158.522222222222,0,0,0,158.522222222222,158.522222222222,0,0,0,1,1,NA,NA,NA
"2018","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",961.494505494505,892.494505494505,0,69,0,781.846153846154,746.659340659341,0,35.1868131868132,0,0.813157172899333,0.836598249135033,NA,0.50995381430164,NA,"Q1",94.8241758241758,94.8241758241758,0,0,0,94.8241758241758,94.8241758241758,0,0,0,1,1,NA,NA,NA
"2018","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",963.641304347826,894.641304347826,0,69,0,768.913043478261,731.369565217391,0,37.5434782608696,0,0.797924538943094,0.81750033411496,NA,0.544108380592312,NA,"Q2",90.2282608695652,90.2282608695652,0,0,0,90.2282608695652,90.2282608695652,0,0,0,1,1,NA,NA,NA
"2018","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",981.445652173913,912.445652173913,0,69,0,801.184782608696,763.95652173913,0,37.2282608695652,0,0.816331277064667,0.837262493299184,NA,0.539540012602394,NA,"Q3",96.945652173913,96.945652173913,0,0,0,96.945652173913,96.945652173913,0,0,0,1,1,NA,NA,NA
"2018","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1005.94444444444,936.944444444444,0,69,0,842.044444444444,805.877777777778,0,36.1666666666667,0,0.837068537029878,0.860112659353691,NA,0.524154589371981,NA,"Q4",93.2555555555556,93.2555555555556,0,0,0,93.2555555555556,93.2555555555556,0,0,0,1,1,NA,NA,NA
"2019","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1002.12087912088,933.120879120879,0,69,0,800.340659340659,760.813186813187,0,39.5274725274725,0,0.798646825962519,0.815342581906399,NA,0.572861920688008,NA,"Q1",93.5384615384615,93.5384615384615,0,0,0,93.5384615384615,93.5384615384615,0,0,0,1,1,NA,NA,NA
"2019","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",923.858695652174,854.847826086957,0,69.0108695652174,0,753.565217391304,714.619565217391,0,38.945652173913,0,0.815671510088829,0.835961142334003,NA,0.564340841077335,NA,"Q2",95.3260869565217,95.3260869565217,0,0,0,95.3260869565217,95.3260869565217,0,0,0,1,1,NA,NA,NA
"2019","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",922.021739130435,852.978260869565,0,69.0434782608696,0,781.619565217391,745.358695652174,0,36.2608695652174,0,0.847723575318888,0.873830822947728,NA,0.525188916876574,NA,"Q3",93.4239130434783,93.4239130434783,0,0,0,93.4239130434783,93.4239130434783,0,0,0,1,1,NA,NA,NA
"2019","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1019.81111111111,950.788888888889,0,69.0222222222222,0,833.566666666667,793.966666666667,0,39.6,0,0.817373587701426,0.835060943543958,NA,0.573728267868641,NA,"Q4",96.4777777777778,96.4777777777778,0,0,0,96.4777777777778,96.4777777777778,0,0,0,1,1,NA,NA,NA
"2020","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",918.406593406593,851.230769230769,0,67.1758241758242,0,507.78021978022,478.395604395604,0,29.3846153846154,0,0.552892611426862,0.562004595801813,NA,0.437428431212171,NA,"Q1",37.8681318681319,37.8681318681319,0,0,0,37.8681318681319,37.8681318681319,0,0,0,1,1,NA,NA,NA
"2020","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",919.45652173913,853.717391304348,0,65.7391304347826,0,594.739130434783,564.130434782609,0,30.6086956521739,0,0.646837687669937,0.66079295154185,NA,0.465608465608466,NA,"Q2",58.5760869565217,58.5760869565217,0,0,0,58.5760869565217,58.5760869565217,0,0,0,1,1,NA,NA,NA
"2020","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",905.260869565217,859.228260869565,0,46.0326086956522,0,694.858695652174,665.858695652174,0,29,0,0.767578406416599,0.774949714733899,NA,0.629988193624557,NA,"Q3",69.6847826086957,69.6847826086957,0,0,0,69.6847826086957,69.6847826086957,0,0,0,1,1,NA,NA,NA
"2020","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",934.879120879121,867.153846153846,0,67.7252747252747,0,770.054945054945,734.604395604396,0,35.4505494505495,0,0.823694665820345,0.847144251118348,NA,0.52344637351939,NA,"Q4",82.9010989010989,82.9010989010989,0,0,0,82.9010989010989,82.9010989010989,0,0,0,1,1,NA,NA,NA
"2021","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",917.692307692308,871.692307692308,0,46,0,755.824175824176,725.56043956044,0,30.2637362637363,0,0.823613938450485,0.832358428722707,NA,0.657907310081223,NA,"Q1",71.6373626373626,71.6373626373626,0,0,0,71.6373626373626,71.6373626373626,0,0,0,1,1,NA,NA,NA
"2021","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",918.217391304348,872.217391304348,0,46,0,792.336956521739,760.467391304348,0,31.8695652173913,0,0.862907808134855,0.871878271272619,NA,0.69281663516068,NA,"Q2",76.4673913043478,76.4673913043478,0,0,0,76.4673913043478,76.4673913043478,0,0,0,1,1,NA,NA,NA
"2021","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",918,872,0,46,0,779.076086956522,746.532608695652,0,32.5434782608696,0,0.848666761390547,0.856115376944555,NA,0.707466918714556,NA,"Q3",75.2826086956522,75.2826086956522,0,0,0,75.2826086956522,75.2826086956522,0,0,0,1,1,NA,NA,NA
"2021","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",923.9,877.9,0,46,0,729.666666666667,700.722222222222,0,28.9444444444444,0,0.789768012411156,0.798180000253129,NA,0.629227053140097,NA,"Q4",61.1111111111111,61.1111111111111,0,0,0,61.1111111111111,61.1111111111111,0,0,0,1,1,NA,NA,NA
"2022","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",938.054945054945,892.054945054945,0,46,0,813.340659340659,782.659340659341,0,30.6813186813187,0,0.867050127104249,0.877366741811104,NA,0.666985188724319,NA,"Q1",75.7362637362637,75.7362637362637,0,0,0,75.7362637362637,75.7362637362637,0,0,0,1,1,NA,NA,NA
"2022","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",918,872,0,46,0,821.826086956522,792.04347826087,0,29.7826086956522,0,0.895235388841527,0.90830674112485,NA,0.647448015122873,NA,"Q2",78.4130434782609,78.4130434782609,0,0,0,78.4130434782609,78.4130434782609,0,0,0,1,1,NA,NA,NA
"2022","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",948.684782608696,902.684782608696,0,46,0,873.619565217391,842.021739130435,0,31.5978260869565,0,0.92087443714983,0.932797090804003,NA,0.686909262759924,NA,"Q3",70.195652173913,70.195652173913,0,0,0,70.195652173913,70.195652173913,0,0,0,1,1,NA,NA,NA
"2022","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",969.733333333333,922.711111111111,0,47.0222222222222,0,824.677777777778,793.655555555556,0,31.0222222222222,0,0.850417067693295,0.860134386590241,NA,0.659735349716446,NA,"Q4",76.6,76.6,0,0,0,76.6,76.6,0,0,0,1,1,NA,NA,NA
"2023","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",969.54945054945,908.54945054945,0,61,0,908.54945054945,858,0,50.5494505494505,0,0.937084178671412,0.944362466436053,0,0.828679517204107,NA,"Q1",134.351648351648,134.351648351648,0,0,0,134.351648351648,134.351648351648,0,0,0,1,1,NA,NA,NA
"2023","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",971.54347826087,910.54347826087,0,61,0,886.434782608696,837.119565217391,0,49.3152173913044,0,0.912398469490501,0.919362540288886,NA,0.808446186742694,NA,"Q2",140.271739130435,140.271739130435,0,0,0,140.271739130435,140.271739130435,0,0,0,1,1,NA,NA,NA
"2023","December","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",987.065217391304,926.065217391304,0,61,0,924.380434782609,873.869565217391,0,50.5108695652174,0,0.936493778218258,0.943637174581563,NA,0.828047042052744,NA,"Q3",98.9130434782609,98.9130434782609,0,0,0,98.9130434782609,98.9130434782609,0,0,0,1,1,NA,NA,NA
"2023","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",963.122222222222,902.122222222222,0,61,0,904.544444444444,857.411111111111,0,47.1333333333333,0,0.939179289579031,0.950437856412657,NA,0.772677595628415,NA,"Q4",128.411111111111,128.411111111111,0,0,0,128.411111111111,128.411111111111,0,0,0,1,1,NA,NA,NA
"2024","June","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",999.901098901099,938.901098901099,0,61,0,913.395604395604,876.769230769231,0,36.6263736263736,0,0.913485949159807,0.933824906367041,0,0.600432354530715,0,"Q1",105.307692307692,105.307692307692,0,0,0,105.307692307692,105.307692307692,0,0,0,1,1,NA,NA,NA
"2024","September","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",984.95652173913,923.95652173913,0,61,0,881.717391304348,847.141304347826,0,34.5760869565217,0,0.895184073452812,0.916862735871253,NA,0.566821097647897,NA,"Q2",109.336956521739,109.336956521739,0,0,0,109.336956521739,109.336956521739,0,0,0,1,1,NA,NA,NA
"2024","March","RXP","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST",1004.98901098901,943.989010989011,0,61,0,943.21978021978,904.89010989011,0,38.3296703296703,0,0.938537406783738,0.958581190412442,NA,0.628355251306071,NA,"Q4",148.241758241758,148.241758241758,0,0,0,148.241758241758,148.241758241758,0,0,0,1,1,NA,NA,NA
"2010","June","RXQ","BUCKINGHAMSHIRE HOSPITALS NHS TRUST",675,622,0,53,0,562.417582417582,519.483516483516,0,42.9340659340659,0,0.833211233211233,0.835182502385075,NA,0.810076715737093,NA,"Q1",52.956043956044,52.956043956044,0,0,0,43.4945054945055,43.4945054945055,0,0,0,0.82133222660303,0.82133222660303,NA,NA,NA
"2010","September","RXQ","BUCKINGHAMSHIRE HOSPITALS NHS TRUST",667,614,0,53,0,554.760869565217,511.54347826087,0,43.2173913043478,0,0.831725441627013,0.833132700750602,NA,0.815422477440525,NA,"Q2",49.2717391304348,49.2717391304348,0,0,0,39,39,0,0,0,0.791528788881535,0.791528788881535,NA,NA,NA
"2010","December","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",731.880434782609,674.880434782609,0,57,0,612.70652173913,567.684782608696,0,45.0217391304348,0,0.837167510730251,0.841163491117589,NA,0.789855072463768,NA,"Q3",39.4782608695652,39.4782608695652,0,0,0,36.0108695652174,36.0108695652174,0,0,0,0.912169603524229,0.912169603524229,NA,NA,NA
"2011","June","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",714,657,0,57,0,678.296703296703,637.802197802198,0,40.4945054945055,0,0.949995382768492,0.970779600916587,NA,0.710429920956237,NA,"Q1",19.7802197802198,19.7802197802198,0,0,0,19.7802197802198,19.7802197802198,0,0,0,1,1,NA,NA,NA
"2011","September","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",714,657,0,57,0,661.728260869565,620.076086956522,0,41.6521739130435,0,0.926790281329923,0.943799219111905,NA,0.730739893211289,NA,"Q2",21.195652173913,21.195652173913,0,0,0,21.195652173913,21.195652173913,0,0,0,1,1,NA,NA,NA
"2011","December","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",686,629,0,57,0,625.326086956522,587.532608695652,0,37.7934782608696,0,0.911554062618836,0.934074099675123,NA,0.66304347826087,NA,"Q3",20.8695652173913,20.8695652173913,0,0,0,20.8695652173913,20.8695652173913,0,0,0,1,1,NA,NA,NA
"2011","March","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",732,675,0,57,0,576.344444444444,537.466666666667,0,38.8777777777778,0,0.787355798421372,0.796246913580247,NA,0.682066276803119,NA,"Q4",51.8,51.8,0,0,0,51.6666666666667,51.6666666666667,0,0,0,0.997425997425997,0.997425997425997,NA,NA,NA
"2012","June","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",739,682,0,57,0,661.131868131868,622.758241758242,0,38.3736263736264,0,0.894630403426073,0.913135251844929,NA,0.673221515326778,NA,"Q1",19.7802197802198,19.7802197802198,0,0,0,19.7802197802198,19.7802197802198,0,0,0,1,1,NA,NA,NA
"2012","September","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",739,682,0,57,0,720.847826086957,679.358695652174,0,41.4891304347826,0,0.975436841795611,0.996127119724595,NA,0.727879481311976,NA,"Q2",20.8695652173913,20.8695652173913,0,0,0,20.8695652173913,20.8695652173913,0,0,0,1,1,NA,NA,NA
"2012","December","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",739,682,0,57,0,649.619565217391,611.489130434783,0,38.1304347826087,0,0.879052185679826,0.896611628203494,NA,0.668954996186117,NA,"Q3",21.195652173913,21.195652173913,0,0,0,21.195652173913,21.195652173913,0,0,0,1,1,NA,NA,NA
"2012","March","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",779,722,0,57,0,668.274725274725,628.032967032967,0,40.2417582417582,0,0.857862291751894,0.869851754893306,NA,0.705995758627338,NA,"Q4",21.4285714285714,21.4285714285714,0,0,0,21.4285714285714,21.4285714285714,0,0,0,1,1,NA,NA,NA
"2013","June","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",739,682,0,57,0,692.087912087912,653.912087912088,0,38.1758241758242,0,0.936519502148731,0.958815378170217,NA,0.669751301330249,NA,"Q1",20.7692307692308,20.7692307692308,0,0,0,20.7692307692308,20.7692307692308,0,0,0,1,1,NA,NA,NA
"2013","September","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",730.967391304348,674.586956521739,0,56.3804347826087,0,656.95652173913,622.608695652174,0,34.3478260869565,0,0.898749423783253,0.922948019722213,NA,0.609215346057451,NA,"Q2",21.195652173913,21.195652173913,0,0,0,21.195652173913,21.195652173913,0,0,0,1,1,NA,NA,NA
"2013","December","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",739,682,0,57,0,654.858695652174,620.347826086957,0,34.5108695652174,0,0.886141672059775,0.909600918016065,NA,0.605453852021358,NA,"Q3",21.195652173913,21.195652173913,0,0,0,21.195652173913,21.195652173913,0,0,0,1,1,NA,NA,NA
"2013","March","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",734.322222222222,677.322222222222,0,57,0,713.855555555556,676.022222222222,0,37.8333333333333,0,0.97212849339527,0.998080677176463,NA,0.66374269005848,NA,"Q4",20.6666666666667,20.6666666666667,0,0,0,20.6666666666667,20.6666666666667,0,0,0,1,1,NA,NA,NA
"2014","June","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",747,690,0,57,0,684.67032967033,646.747252747253,0,37.9230769230769,0,0.916560012945555,0.93731485905399,NA,0.66531713900135,NA,"Q1",20.1098901098901,20.1098901098901,0,0,0,20.1098901098901,20.1098901098901,0,0,0,1,1,NA,NA,NA
"2014","September","RXQ","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST",738.880434782609,682.5,0,56.3804347826087,0,667.184782608696,631.70652173913,0,35.4782608695652,0,0.902967180075614,0.925577321229495,NA,0.629265471370735,NA,"Q2",21.195652173913,21.195652173913,0,0,0,21.195652173913,21.195652173913,0,0,0,1,1,NA,NA,NA
